Actor,Title,Score,Actor_Likes,Gross,Movie_Likes,idOld,id
Bruce Willis,Die Hard with a Vengeance ,7.6,13000,100012500,0,BruceWillis DieHardwithaVengeance ,root BruceWillis DieHardwithaVengeance 
Bruce Willis,Die Hard 2 ,7.1,13000,117541000,0,BruceWillis DieHard2 ,root BruceWillis DieHard2 
Bruce Willis,Death Becomes Her ,6.4,13000,58422650,8000,BruceWillis DeathBecomesHer ,root BruceWillis DeathBecomesHer 
Bruce Willis,Cop Out ,5.6,13000,44867349,0,BruceWillis CopOut ,root BruceWillis CopOut 
Bruce Willis,Breakfast of Champions ,4.6,13000,175370,458,BruceWillis BreakfastofChampions ,root BruceWillis BreakfastofChampions 
Bruce Willis,Beavis and Butt-Head Do America ,6.8,13000,63071133,0,BruceWillis BeavisandButt-HeadDoAmerica ,root BruceWillis BeavisandButt-HeadDoAmerica 
Bruce Willis,Bandits ,6.6,13000,41523271,0,BruceWillis Bandits ,root BruceWillis Bandits 
Bruce Willis,Armageddon ,6.6,13000,201573391,11000,BruceWillis Armageddon ,root BruceWillis Armageddon 
Bruce Willis,A Good Day to Die Hard ,5.3,13000,67344392,66000,BruceWillis AGoodDaytoDieHard ,root BruceWillis AGoodDaytoDieHard 
Bruce Willis,16 Blocks ,6.6,13000,36883539,0,BruceWillis 16Blocks ,root BruceWillis 16Blocks 
Bruce Spence,The Chronicles of Narnia: The Voyage of the Dawn Treader ,6.3,531,104383624,11000,BruceSpence TheChroniclesofNarnia:TheVoyageoftheDawnTreader ,root BruceSpence TheChroniclesofNarnia:TheVoyageoftheDawnTreader 
Bruce Spence,Ace Ventura: When Nature Calls ,6.3,531,108360000,0,BruceSpence AceVentura:WhenNatureCalls ,root BruceSpence AceVentura:WhenNatureCalls 
Bruce McGill,Valley of the Heart's Delight ,6.6,655,118666,144,BruceMcGill ValleyoftheHeart'sDelight ,root BruceMcGill ValleyoftheHeart'sDelight 
Bruce McGill,Ride Along ,6.2,655,134141530,0,BruceMcGill RideAlong ,root BruceMcGill RideAlong 
Bruce McGill,A Dog of Flanders ,6.3,655,2148212,157,BruceMcGill ADogofFlanders ,root BruceMcGill ADogofFlanders 
Bruce Greenwood,Thirteen Days ,7.3,981,34566746,0,BruceGreenwood ThirteenDays ,root BruceGreenwood ThirteenDays 
Bruce Greenwood,The Sweet Hereafter ,7.7,990,4306697,920,BruceGreenwood TheSweetHereafter ,root BruceGreenwood TheSweetHereafter 
Bruce Greenwood,Swept Away ,3.6,990,598645,725,BruceGreenwood SweptAway ,root BruceGreenwood SweptAway 
Bruce Greenwood,Racing Stripes ,5.2,984,49186871,771,BruceGreenwood RacingStripes ,root BruceGreenwood RacingStripes 
Bruce Greenwood,Meek's Cutoff ,6.5,991,977600,0,BruceGreenwood Meek'sCutoff ,root BruceGreenwood Meek'sCutoff 
Bruce Greenwood,Mao's Last Dancer ,7.4,989,4806750,0,BruceGreenwood Mao'sLastDancer ,root BruceGreenwood Mao'sLastDancer 
Bruce Greenwood,Here on Earth ,5.1,989,10494147,648,BruceGreenwood HereonEarth ,root BruceGreenwood HereonEarth 
Bruce Greenwood,Good Kill ,6.4,991,316842,0,BruceGreenwood GoodKill ,root BruceGreenwood GoodKill 
Bruce Greenwood,Exotica ,7.2,991,5132222,619,BruceGreenwood Exotica ,root BruceGreenwood Exotica 
Bruce Greenwood,Double Jeopardy ,6.4,984,116735231,0,BruceGreenwood DoubleJeopardy ,root BruceGreenwood DoubleJeopardy 
Bruce Greenwood,Disturbing Behavior ,5.5,989,17411331,673,BruceGreenwood DisturbingBehavior ,root BruceGreenwood DisturbingBehavior 
Bruce Dern,Madison ,6.5,844,508867,282,BruceDern Madison ,root BruceDern Madison 
Brittany Daniel,Joe Dirt ,5.9,861,27087695,0,BrittanyDaniel JoeDirt ,root BrittanyDaniel JoeDirt 
Brittany Daniel,Club Dread ,5.6,861,4992159,713,BrittanyDaniel ClubDread ,root BrittanyDaniel ClubDread 
Britney Spears,Crossroads ,3.3,2000,74377334,0,BritneySpears Crossroads ,root BritneySpears Crossroads 
Brigitte Helm,Metropolis ,8.3,136,26435,12000,BrigitteHelm Metropolis ,root BrigitteHelm Metropolis 
Brighton Sharbino,Cheap Thrills ,6.8,3000,59379,0,BrightonSharbino CheapThrills ,root BrightonSharbino CheapThrills 
Bridgette Wilson-Sampras,Just Visiting ,5.8,545,4777007,565,BridgetteWilson-Sampras JustVisiting ,root BridgetteWilson-Sampras JustVisiting 
Brian Thompson,Mortal Kombat: Annihilation ,3.7,663,35927406,1000,BrianThompson MortalKombat:Annihilation ,root BrianThompson MortalKombat:Annihilation 
Brian Lee Franklin,Amigo ,5.8,38,183490,594,BrianLeeFranklin Amigo ,root BrianLeeFranklin Amigo 
Brian Dennehy,Stolen Summer ,6.5,954,119841,304,BrianDennehy StolenSummer ,root BrianDennehy StolenSummer 
Brian Dennehy,Legal Eagles ,5.9,954,49851591,263,BrianDennehy LegalEagles ,root BrianDennehy LegalEagles 
Brian Dennehy,Assault on Precinct 13 ,6.3,954,19976073,999,BrianDennehy AssaultonPrecinct13 ,root BrianDennehy AssaultonPrecinct13 
Brian Dennehy,10th & Wolf ,6.4,954,53481,294,BrianDennehy 10th&Wolf ,root BrianDennehy 10th&Wolf 
Brian Bosworth,Stone Cold ,5.9,174,9286314,0,BrianBosworth StoneCold ,root BrianBosworth StoneCold 
Brian Blessed,Henry V ,7.7,591,10161099,0,BrianBlessed HenryV ,root BrianBlessed HenryV 
Brendan Fraser,The Quiet American ,7.1,3000,12987647,983,BrendanFraser TheQuietAmerican ,root BrendanFraser TheQuietAmerican 
Brendan Fraser,Mrs. Winterbourne ,6.2,3000,10070000,491,BrendanFraser Mrs.Winterbourne ,root BrendanFraser Mrs.Winterbourne 
Brendan Fraser,Monkeybone ,4.7,3000,5409517,683,BrendanFraser Monkeybone ,root BrendanFraser Monkeybone 
Brendan Fraser,Looney Tunes: Back in Action ,5.7,3000,20950820,665,BrendanFraser LooneyTunes:BackinAction ,root BrendanFraser LooneyTunes:BackinAction 
Brendan Fraser,Inkheart ,6.1,3000,17281832,0,BrendanFraser Inkheart ,root BrendanFraser Inkheart 
Brendan Fraser,Gods and Monsters ,7.5,3000,6390032,0,BrendanFraser GodsandMonsters ,root BrendanFraser GodsandMonsters 
Brendan Fraser,George of the Jungle ,5.4,3000,105263257,5000,BrendanFraser GeorgeoftheJungle ,root BrendanFraser GeorgeoftheJungle 
Brendan Fraser,Furry Vengeance ,3.8,3000,17596256,0,BrendanFraser FurryVengeance ,root BrendanFraser FurryVengeance 
Brendan Fraser,Escape from Planet Earth ,5.9,3000,57011847,0,BrendanFraser EscapefromPlanetEarth ,root BrendanFraser EscapefromPlanetEarth 
Brendan Fraser,Dudley Do-Right ,3.8,3000,9694105,272,BrendanFraser DudleyDo-Right ,root BrendanFraser DudleyDo-Right 
Brendan Fraser,Blast from the Past ,6.6,3000,26494611,0,BrendanFraser BlastfromthePast ,root BrendanFraser BlastfromthePast 
Brendan Fraser,Bedazzled ,6,3000,37879996,0,BrendanFraser Bedazzled ,root BrendanFraser Bedazzled 
Brendan Fehr,The Forsaken ,5.3,847,6755271,327,BrendanFehr TheForsaken ,root BrendanFehr TheForsaken 
Brendan Doogie Milewski,Burn ,7.5,2,111300,801,BrendanDoogieMilewski Burn ,root BrendanDoogieMilewski Burn 
Brenda Song,Like Mike ,5.1,1000,51432423,1000,BrendaSong LikeMike ,root BrendaSong LikeMike 
Brenda Fricker,Veronica Guerin ,6.9,214,1569918,0,BrendaFricker VeronicaGuerin ,root BrendaFricker VeronicaGuerin 
Brandon T. Jackson,Lottery Ticket ,4.9,918,24708699,0,BrandonT.Jackson LotteryTicket ,root BrandonT.Jackson LotteryTicket 
Brandon T. Jackson,"Big Mommas: Like Father, Like Son ",4.4,918,37911876,0,"BrandonT.Jackson BigMommas:LikeFather,LikeSon ","root BrandonT.Jackson BigMommas:LikeFather,LikeSon "
Bradley Whitford,The Client ,6.7,821,92115211,1000,BradleyWhitford TheClient ,root BradleyWhitford TheClient 
Bradley Cooper,Yes Man ,6.8,14000,97680195,0,BradleyCooper YesMan ,root BradleyCooper YesMan 
Bradley Cooper,Valentine's Day ,5.7,14000,110476776,9000,BradleyCooper Valentine'sDay ,root BradleyCooper Valentine'sDay 
Bradley Cooper,The Midnight Meat Train ,6.1,14000,73548,0,BradleyCooper TheMidnightMeatTrain ,root BradleyCooper TheMidnightMeatTrain 
Bradley Cooper,The Hangover Part II ,6.5,14000,254455986,56000,BradleyCooper TheHangoverPartII ,root BradleyCooper TheHangoverPartII 
Bradley Cooper,The Hangover ,7.8,14000,277313371,24000,BradleyCooper TheHangover ,root BradleyCooper TheHangover 
Bradley Cooper,Hit and Run ,6.1,14000,13746550,0,BradleyCooper HitandRun ,root BradleyCooper HitandRun 
Bradley Cooper,Guardians of the Galaxy ,8.1,14000,333130696,96000,BradleyCooper GuardiansoftheGalaxy ,root BradleyCooper GuardiansoftheGalaxy 
Bradley Cooper,Failure to Launch ,5.6,14000,88658172,2000,BradleyCooper FailuretoLaunch ,root BradleyCooper FailuretoLaunch 
Bradley Cooper,Case 39 ,6.2,14000,13248477,0,BradleyCooper Case39 ,root BradleyCooper Case39 
Bradley Cooper,Burnt ,6.6,14000,13650738,25000,BradleyCooper Burnt ,root BradleyCooper Burnt 
Bradley Cooper,American Sniper ,7.3,14000,350123553,112000,BradleyCooper AmericanSniper ,root BradleyCooper AmericanSniper 
Bradley Cooper,All About Steve ,4.8,14000,33860010,0,BradleyCooper AllAboutSteve ,root BradleyCooper AllAboutSteve 
Bradley Cooper,10 Cloverfield Lane ,7.3,14000,71897215,33000,BradleyCooper 10CloverfieldLane ,root BradleyCooper 10CloverfieldLane 
Brad William Henke,Sherrybaby ,6.6,363,198407,474,BradWilliamHenke Sherrybaby ,root BradWilliamHenke Sherrybaby 
Brad Pitt,True Romance ,8,11000,12281500,15000,BradPitt TrueRomance ,root BradPitt TrueRomance 
Brad Pitt,Troy ,7.2,11000,133228348,0,BradPitt Troy ,root BradPitt Troy 
Brad Pitt,The Tree of Life ,6.7,11000,13303319,39000,BradPitt TheTreeofLife ,root BradPitt TheTreeofLife 
Brad Pitt,The Curious Case of Benjamin Button ,7.8,11000,127490802,23000,BradPitt TheCuriousCaseofBenjaminButton ,root BradPitt TheCuriousCaseofBenjaminButton 
Brad Pitt,The Assassination of Jesse James by the Coward Robert Ford ,7.5,11000,3904982,0,BradPitt TheAssassinationofJesseJamesbytheCowardRobertFord ,root BradPitt TheAssassinationofJesseJamesbytheCowardRobertFord 
Brad Pitt,Spy Game ,7,11000,26871,0,BradPitt SpyGame ,root BradPitt SpyGame 
Brad Pitt,Sinbad: Legend of the Seven Seas ,6.7,11000,26288320,880,BradPitt Sinbad:LegendoftheSevenSeas ,root BradPitt Sinbad:LegendoftheSevenSeas 
Brad Pitt,Seven Years in Tibet ,7,11000,37901509,0,BradPitt SevenYearsinTibet ,root BradPitt SevenYearsinTibet 
Brad Pitt,Ocean's Twelve ,6.4,11000,125531634,0,BradPitt Ocean'sTwelve ,root BradPitt Ocean'sTwelve 
Brad Pitt,Ocean's Eleven ,7.8,11000,183405771,0,BradPitt Ocean'sEleven ,root BradPitt Ocean'sEleven 
Brad Pitt,Mr. & Mrs. Smith ,6.5,11000,186336103,0,BradPitt Mr.&Mrs.Smith ,root BradPitt Mr.&Mrs.Smith 
Brad Pitt,Killing Them Softly ,6.2,11000,14938570,20000,BradPitt KillingThemSoftly ,root BradPitt KillingThemSoftly 
Brad Pitt,Interview with the Vampire: The Vampire Chronicles ,7.6,11000,105264608,11000,BradPitt InterviewwiththeVampire:TheVampireChronicles ,root BradPitt InterviewwiththeVampire:TheVampireChronicles 
Brad Pitt,Fury ,7.6,11000,85707116,82000,BradPitt Fury ,root BradPitt Fury 
Brad Pitt,Fight Club ,8.8,11000,37023395,48000,BradPitt FightClub ,root BradPitt FightClub 
Brad Pitt,By the Sea ,5.3,11000,531009,0,BradPitt BytheSea ,root BradPitt BytheSea 
Brad Pitt,Babel ,7.5,11000,34300771,0,BradPitt Babel ,root BradPitt Babel 
Brad Garrett,Tangled ,7.8,799,200807262,29000,BradGarrett Tangled ,root BradGarrett Tangled 
Brad Garrett,Music and Lyrics ,6.5,799,50562555,0,BradGarrett MusicandLyrics ,root BradGarrett MusicandLyrics 
Boris Kodjoe,Madea's Family Reunion ,5,1000,63231524,676,BorisKodjoe Madea'sFamilyReunion ,root BorisKodjoe Madea'sFamilyReunion 
Boris Kodjoe,Brown Sugar ,6.5,1000,27362712,0,BorisKodjoe BrownSugar ,root BorisKodjoe BrownSugar 
Boris Kodjoe,Addicted ,5.2,1000,17382982,0,BorisKodjoe Addicted ,root BorisKodjoe Addicted 
Bono,U2 3D ,8.4,468,10353690,116,Bono U23D ,root Bono U23D 
Bono,Brüno ,5.8,468,59992760,0,Bono Brüno ,root Bono Brüno 
Bolo Yeung,Double Impact ,5.5,633,30102717,0,BoloYeung DoubleImpact ,root BoloYeung DoubleImpact 
Bolo Yeung,Bloodsport ,6.8,633,11806119,0,BoloYeung Bloodsport ,root BoloYeung Bloodsport 
Bokeem Woodbine,The Big Hit ,6.1,904,27052167,934,BokeemWoodbine TheBigHit ,root BokeemWoodbine TheBigHit 
Bokeem Woodbine,Ray ,7.7,904,75305995,0,BokeemWoodbine Ray ,root BokeemWoodbine Ray 
Bojana Novakovic,Edge of Darkness ,6.6,2000,43290977,0,BojanaNovakovic EdgeofDarkness ,root BojanaNovakovic EdgeofDarkness 
Bojana Novakovic,Drag Me to Hell ,6.6,2000,42057340,11000,BojanaNovakovic DragMetoHell ,root BojanaNovakovic DragMetoHell 
Bojana Novakovic,Devil ,6.3,2000,33583175,16000,BojanaNovakovic Devil ,root BojanaNovakovic Devil 
Bobby Lee,Paul ,7,176,37371385,42000,BobbyLee Paul ,root BobbyLee Paul 
Bobbie Phillips,Showgirls ,4.6,16000,20302961,0,BobbiePhillips Showgirls ,root BobbiePhillips Showgirls 
Bob Neill,Red Planet ,5.7,2,17473245,995,BobNeill RedPlanet ,root BobNeill RedPlanet 
Bob Hoskins,Super Mario Bros. ,4,5000,20915465,0,BobHoskins SuperMarioBros. ,root BobHoskins SuperMarioBros. 
Bob Hoskins,Mrs Henderson Presents ,7.1,5000,11034436,0,BobHoskins MrsHendersonPresents ,root BobHoskins MrsHendersonPresents 
Bob Hoskins,Maid in Manhattan ,5.1,5000,93815117,0,BobHoskins MaidinManhattan ,root BobHoskins MaidinManhattan 
Bob Hoskins,Made in Dagenham ,7.2,5000,1094798,0,BobHoskins MadeinDagenham ,root BobHoskins MadeinDagenham 
Bob Hoskins,Last Orders ,7,5000,2326407,305,BobHoskins LastOrders ,root BobHoskins LastOrders 
Bob Hoskins,Felicia's Journey ,7,5000,819852,284,BobHoskins Felicia'sJourney ,root BobHoskins Felicia'sJourney 
Bob Hoskins,Enemy at the Gates ,7.6,5000,51396781,0,BobHoskins EnemyattheGates ,root BobHoskins EnemyattheGates 
Bob Hoskins,A Room for Romeo Brass ,7.7,5000,18434,484,BobHoskins ARoomforRomeoBrass ,root BobHoskins ARoomforRomeoBrass 
Bob Balaban,Close Encounters of the Third Kind ,7.7,559,128300000,0,BobBalaban CloseEncountersoftheThirdKind ,root BobBalaban CloseEncountersoftheThirdKind 
Blythe Danner,The Lucky One ,6.5,713,60443237,29000,BlytheDanner TheLuckyOne ,root BlytheDanner TheLuckyOne 
Blanchard Ryan,Open Water ,5.7,48,30500882,0,BlanchardRyan OpenWater ,root BlanchardRyan OpenWater 
Blair Underwood,Gattaca ,7.8,685,12339633,17000,BlairUnderwood Gattaca ,root BlairUnderwood Gattaca 
Blair Brown,The Sentinel ,6.1,310,36279230,690,BlairBrown TheSentinel ,root BlairBrown TheSentinel 
Bjørn Sundquist,Dead Snow ,6.4,35,41709,23000,BjørnSundquist DeadSnow ,root BjørnSundquist DeadSnow 
Bingbing Li,Transformers: Age of Extinction ,5.7,974,245428137,56000,BingbingLi Transformers:AgeofExtinction ,root BingbingLi Transformers:AgeofExtinction 
Bingbing Li,Snow Flower and the Secret Fan ,6.1,974,1346503,0,BingbingLi SnowFlowerandtheSecretFan ,root BingbingLi SnowFlowerandtheSecretFan 
Bingbing Li,1911 ,6,974,127437,0,BingbingLi 1911 ,root BingbingLi 1911 
Billy West,An Inconvenient Truth ,7.5,861,23808111,0,BillyWest AnInconvenientTruth ,root BillyWest AnInconvenientTruth 
Billy Crudup,Trust the Man ,5.7,745,1530535,215,BillyCrudup TrusttheMan ,root BillyCrudup TrusttheMan 
Billy Crudup,Spotlight ,8.1,745,44988180,80000,BillyCrudup Spotlight ,root BillyCrudup Spotlight 
Billy Crudup,Rudderless ,7.5,745,37440,0,BillyCrudup Rudderless ,root BillyCrudup Rudderless 
Billy Crudup,Jesus' Son ,7,745,1282084,500,BillyCrudup Jesus'Son ,root BillyCrudup Jesus'Son 
Billy Campbell,Gods and Generals ,6.3,789,12870569,953,BillyCampbell GodsandGenerals ,root BillyCampbell GodsandGenerals 
Billy Burke,Without Limits ,7.2,2000,777423,942,BillyBurke WithoutLimits ,root BillyBurke WithoutLimits 
Billy Burke,Untraceable ,6.2,2000,28687835,0,BillyBurke Untraceable ,root BillyBurke Untraceable 
Billy Burke,Lights Out ,6.9,2000,56536016,0,BillyBurke LightsOut ,root BillyBurke LightsOut 
Billy Burke,Ladder 49 ,6.5,2000,74540762,0,BillyBurke Ladder49 ,root BillyBurke Ladder49 
Bill Murray,Wild Things ,6.5,13000,29753944,0,BillMurray WildThings ,root BillMurray WildThings 
Bill Murray,Tootsie ,7.4,13000,177200000,0,BillMurray Tootsie ,root BillMurray Tootsie 
Bill Murray,The Royal Tenenbaums ,7.6,13000,52353636,0,BillMurray TheRoyalTenenbaums ,root BillMurray TheRoyalTenenbaums 
Bill Murray,The Monuments Men ,6.1,13000,78031620,34000,BillMurray TheMonumentsMen ,root BillMurray TheMonumentsMen 
Bill Murray,The Man Who Knew Too Little ,6.6,13000,13801755,0,BillMurray TheManWhoKnewTooLittle ,root BillMurray TheManWhoKnewTooLittle 
Bill Murray,The Life Aquatic with Steve Zissou ,7.3,13000,24006726,0,BillMurray TheLifeAquaticwithSteveZissou ,root BillMurray TheLifeAquaticwithSteveZissou 
Bill Murray,The Grand Budapest Hotel ,8.1,13000,59073773,149000,BillMurray TheGrandBudapestHotel ,root BillMurray TheGrandBudapestHotel 
Bill Murray,Stripes ,6.9,13000,85300000,0,BillMurray Stripes ,root BillMurray Stripes 
Bill Murray,St. Vincent ,7.3,13000,44134898,33000,BillMurray St.Vincent ,root BillMurray St.Vincent 
Bill Murray,Space Jam ,6.3,13000,90443603,0,BillMurray SpaceJam ,root BillMurray SpaceJam 
Bill Murray,Scrooged ,7,13000,60328558,11000,BillMurray Scrooged ,root BillMurray Scrooged 
Bill Murray,Rushmore ,7.7,13000,17096053,5000,BillMurray Rushmore ,root BillMurray Rushmore 
Bill Murray,Michael Jordan to the Max ,7.5,13000,18642318,407,BillMurray MichaelJordantotheMax ,root BillMurray MichaelJordantotheMax 
Bill Murray,Little Shop of Horrors ,6.9,13000,38747385,0,BillMurray LittleShopofHorrors ,root BillMurray LittleShopofHorrors 
Bill Murray,Kingpin ,6.9,13000,24944213,3000,BillMurray Kingpin ,root BillMurray Kingpin 
Bill Murray,Groundhog Day ,8.1,13000,70906973,38000,BillMurray GroundhogDay ,root BillMurray GroundhogDay 
Bill Murray,Get Smart ,6.5,13000,130313314,0,BillMurray GetSmart ,root BillMurray GetSmart 
Bill Murray,Get Low ,7.1,13000,9176553,0,BillMurray GetLow ,root BillMurray GetLow 
Bill Murray,Garfield 2 ,5,13000,28424210,470,BillMurray Garfield2 ,root BillMurray Garfield2 
Bill Murray,Garfield ,5,13000,75367693,795,BillMurray Garfield ,root BillMurray Garfield 
Bill Murray,Fantastic Mr. Fox ,7.8,13000,20999103,15000,BillMurray FantasticMr.Fox ,root BillMurray FantasticMr.Fox 
Bill Murray,Dumb and Dumber To ,5.7,13000,86208010,55000,BillMurray DumbandDumberTo ,root BillMurray DumbandDumberTo 
Bill Murray,Cradle Will Rock ,6.9,13000,2899970,625,BillMurray CradleWillRock ,root BillMurray CradleWillRock 
Bill Murray,City of Ember ,6.5,13000,7871693,0,BillMurray CityofEmber ,root BillMurray CityofEmber 
Bill Murray,Charlie's Angels ,5.5,13000,125305545,0,BillMurray Charlie'sAngels ,root BillMurray Charlie'sAngels 
Bill Murray,Caddyshack ,7.4,13000,39800000,0,BillMurray Caddyshack ,root BillMurray Caddyshack 
Bill Maher,Religulous ,7.7,334,12995673,24000,BillMaher Religulous ,root BillMaher Religulous 
Bill Johnson,The Texas Chainsaw Massacre 2 ,5.5,237,8025872,0,BillJohnson TheTexasChainsawMassacre2 ,root BillJohnson TheTexasChainsawMassacre2 
Bill Farmer,I Want Your Money ,5.1,93,425899,638,BillFarmer IWantYourMoney ,root BillFarmer IWantYourMoney 
Bill Duke,Payback ,7.1,1000,81517441,0,BillDuke Payback ,root BillDuke Payback 
Bill Duke,Action Jackson ,5.2,1000,20257000,978,BillDuke ActionJackson ,root BillDuke ActionJackson 
Bill Cobbs,The Ultimate Gift ,7.4,970,3420871,0,BillCobbs TheUltimateGift ,root BillCobbs TheUltimateGift 
Bill Cobbs,The Muppets ,7.1,970,88625922,26000,BillCobbs TheMuppets ,root BillCobbs TheMuppets 
Bill Cobbs,The Bodyguard ,6.1,970,121945720,0,BillCobbs TheBodyguard ,root BillCobbs TheBodyguard 
Bill Cobbs,Hope Floats ,5.9,970,60033780,0,BillCobbs HopeFloats ,root BillCobbs HopeFloats 
Bill Cobbs,Enough ,5.6,970,39177215,0,BillCobbs Enough ,root BillCobbs Enough 
Bill Bailey,Hot Fuzz ,7.9,175,23618786,17000,BillBailey HotFuzz ,root BillBailey HotFuzz 
